Q1,Q2,Q3,Q4,Q5,Q5_6_TEXT,Q6,Q6_6_TEXT,Q7,Q7_14_TEXT,Q8_4,Q9,Q10,Q10_5_TEXT,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27_2,Q28,Q29,Q30_4,Q31,Q32_4,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q33_6,Q33_7,Q33_8,Q33_9,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q35,Q36,Q37,Q38,Q39,Q39_44_TEXT,Q40,Q41,Q41_19_TEXT,Q42,Q43,Q44,Q45,Q46,Q46_101_TEXT,Finished
Yes,Yes,Nonequity,No,Bonus,,Entirely discretionary,,"401K,Medical,Dental,Long-term disability,Life insurance",,0,No,Time and a half,,10,No,,Yes,No,Yes,No,540,1700,Increase,Stay the same,350,290000,Yes,255000,17,,Somewhat dissatisfied,Yes,2.5,Somewhat less,,Mostly dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Somewhat important,Highly important,Somewhat important,Somewhat important,Somewhat important,Yes,900,400,4,Employment,,United States,Boston,,2108,Male,48,White,Boston University,,1
Yes,Yes,Nonequity,No,,,Entirely discretionary,,"401K,Profit sharing plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Time and a half,,10,No,,Yes,Yes,Yes,Yes,710,1400,Decrease,Increase,1000,390000,Yes,0,11,,Somewhat dissatisfied,Yes,15,Somewhat less,,Mostly dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Very satisfied,Neither satisfied nor dissatisfied,Extremely important,Highly important,Somewhat important,Highly important,Somewhat important,Yes,600,300,5,Employment,,United States,New York,,10020,Male,42,White,William & Mary Law School,,1
Yes,Yes,Nonequity,Yes,"Bonus,Nonequity incentive compensation",,Entirely discretionary,,"401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance,Gym/health club membership",,0,No,Time and a half,,7,No,,No,No,Yes,No,500,1700,Decrease,Stay the same,300,200000,Yes,0,,0,Neither satisfied or dissatisfied,No,,Somewhat less,,Neither satisfied nor dissatisfied,Very dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Very dissatisfied,Very dissatisfied,Mostly dissatisfied,Extremely important,Extremely important,Not important,Extremely important,Somewhat important,No,1400,500,1,Real Estate,,United States,Los Angeles,,90071,Female,55,White,Other,,1
Yes,No,,No,"Bonus,Nonequity incentive compensation",,Entirely discretionary,,"401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Other,Bonus,15,No,,No,,No,No,250,1900,Increase,Increase,50,150000,No,0,10,,Somewhat dissatisfied,No,,Somewhat less,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,25,4,1,Energy,,United States,Other (Please specify),San Antonio,78214,Female,40,White,Other,,1
Yes,Yes,Equity,Yes,Bonus,,"Formulaic, based on individual performance",,"401K,Profit sharing plan,Defined benefit pension plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Time and a half,,10,No,,Yes,No,Yes,Yes,1095,2376,Increase,Increase,600,1200000,No,300000,,100,Somewhat dissatisfied,No,,Somewhat less,0,Mostly dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Not important,Not important,Not important,Somewhat important,Not important,No,2300,900,10,Class Action,,United States,Los Angeles,,90067,Male,45,White,University of Colorado--Boulder,,1
Yes,Yes,Equity,No,"Bonus,Nonequity incentive compensation,Stock",,"Discretionary, based on firm performance",,"401K,Profit sharing plan,Long-term disability,Life insurance",,4.5,No,Time and a half,,8,No,,No,No,No,No,375,1600,Decrease,Increase,100,300000,No,25000,8,,Somewhat satisfied,No,,About the same,0,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Very satisfied,Very satisfied,Mostly satisfied,Somewhat important,Not important,Not important,Somewhat important,Somewhat important,Yes,30,15,13,Employment,,United States,Other (Please specify),Birmingham,35203,Undisclosed,49,Prefer not to identify,Emory University,,1
Yes,Yes,Nonequity,No,Bonus,,"Formulaic, based on individual performance",,,,,No,Organization doesn't compensate for overtime,,6,Yes,"$350,000 ",No,No,Yes,No,150,2000,Stay the same,Decrease,1000,290000,Yes,0,6,,Neither satisfied or dissatisfied,No,,Somewhat less,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Very satisfied,Mostly satisfied,Mostly dissatisfied,Mostly dissatisfied,Mostly satisfied,Mostly dissatisfied,Highly important,Somewhat important,Somewhat important,Highly important,Not important,No,50,30,3,Real Estate,,United States,Atlanta,,30006,Male,40,White,Other,,1
Yes,Yes,Nonequity,Yes,Bonus,,Entirely discretionary,,"401K,Profit sharing plan,SERP (Supplemental Executive Retirement Plan),Medical,Dental,Short-term disability,Long-term disability,Life insurance",,6,No,Organization doesn't compensate for overtime,,9,Yes,350000,No,No,Yes,No,400,0,Stay the same,Stay the same,0,250000,Yes,0,,50,Very satisfied,Yes,15,Somewhat less,,Neither satisfied nor dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly dissatisfied,Extremely important,Extremely important,Extremely important,Extremely important,Highly important,No,150,80,1,White Collar,,United States,Atlanta,,30309,Female,43,White,Emory University,,1
Yes,Yes,Nonequity,No,"Bonus,Nonequity incentive compensation,Stock",,"Discretionary, based on firm performance",,"401K,Medical,Dental,Short-term disability,Life insurance",,4,Yes,Time and a half,,8,No,,Yes,No,Yes,Yes,560,2050,Stay the same,Increase,300,500000,Yes,40000,8,,Neither satisfied or dissatisfied,Yes,10,About the same,,Neither satisfied nor dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Extremely important,Highly important,Extremely important,Highly important,Highly important,Yes,120,44,3,Intellectual Property,,United States,Washington D.C.,,20005,Male,35,White,American University (Washington),,1
Yes,Yes,Nonequity,No,"Bonus,Nonequity incentive compensation",,"Discretionary, based on firm performance",,"401K,Medical,Dental,Short-term disability",,3,No,Time and a half,,10,No,,No,No,Yes,No,495,1650,Decrease,Stay the same,100,320000,Yes,275000,20,,Somewhat satisfied,No,,Somewhat less,,Mostly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Highly important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,26,12,1,Immigration,,United States,New York,,10022,Male,52,Asian,Fordham University,,1
Yes,Yes,Equity,Yes,"Bonus,Nonequity incentive compensation",,Entirely discretionary,,"401K,Cash balance pension plan,Medical,Dental,Short-term disability,Long-term disability",,4.5,No,Comp time,,9,Yes,1000000,Yes,No,Yes,No,1025,1400,Decrease,Increase,800,750000,No,0,,20,Somewhat satisfied,No,,About the same,20,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Somewhat important,Somewhat important,Not important,Somewhat important,Not important,Yes,900,175,25,Mergers & Acquisitions,,United States,Chicago,,60602,Male,58,White,University of Illinois--Urbana - Champaign,,1
Yes,Yes,Nonequity,Yes,Bonus,,Entirely discretionary,,"401K,Long-term disability,Life insurance",,4.5,No,Organization doesn't compensate for overtime,,10,No,,No,No,No,No,600,150,Increase,Increase,300,275000,Yes,275000,,0,Somewhat satisfied,No,,Somewhat less,,Neither satisfied nor dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Very satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Mostly satisfied,Extremely important,Somewhat important,Somewhat important,Somewhat important,Extremely important,Yes,160,50,1,White Collar,,United States,Chicago,,60603,Female,60,White,Brooklyn Law School,,1
Yes,Yes,Equity,No,Bonus,,"Discretionary, based on firm performance",,"401K,Profit sharing plan,Medical,Short-term disability,Long-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,9,No,,No,No,Yes,No,250,2000,Stay the same,Stay the same,0,930000,Yes,165000,6,,Very satisfied,No,,Much more,21,Very satisfied,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,45,24,14,Insurance,,United States,Other (Please specify),New Orleans,70130,Male,45,White,Louisiana State University--Baton Rouge (Hebert),,1
Yes,Yes,Equity,No,Bonus,,"Discretionary, based on firm performance",,"401K,Medical,Dental,Long-term disability,Life insurance,Car allowance",,0,No,Organization doesn't compensate for overtime,,7,Yes,400000,No,No,Yes,Yes,275,2100,Increase,Stay the same,400,423000,No,100000,7,,Somewhat satisfied,Yes,25,About the same,0,Mostly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Very satisfied,Very satisfied,Highly important,Not important,Not important,Highly important,Somewhat important,Yes,110,21,27,Insurance,,United States,Los Angeles,,90071,Male,60,White,University of California (Hastings),,1
Yes,Yes,Equity,No,Bonus,,"Discretionary, based on firm performance",,"401K,Profit sharing plan,Medical",,3,No,Organization doesn't compensate for overtime,,10,No,,No,No,No,No,290,2000,Increase,Stay the same,0,250000,Yes,0,10,,Neither satisfied or dissatisfied,No,,Somewhat less,0,Mostly dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,30,10,2,General Litigation,,United States,Houston,,77057,Male,37,White,Other,,1
Yes,Yes,Equity,Yes,Bonus,,Entirely discretionary,,"401K,Cash balance pension plan,Medical,Life insurance",,0,No,Organization doesn't compensate for overtime,,10,No,,No,No,Yes,No,725,2400,Stay the same,Stay the same,700,2000000,Yes,1250000,,0,Somewhat dissatisfied,No,,Somewhat less,3,Mostly dissatisfied,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Mostly satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Not important,Not important,Not important,Not important,Not important,Yes,300,130,8,Employment,,United States,Los Angeles,,90067,Male,46,American Indian or Alaska Native,Georgetown University,,1
Yes,Yes,Equity,Yes,Bonus,,Entirely discretionary,,"401K,Medical,Dental,Long-term disability,Life insurance,Gym/health club membership,Other",Cell phone allowance,3,No,Other,I do not know,7,Yes,I do not know,Yes,Yes,Yes,Yes,1050,750,Increase,Increase,100,825000,Yes,"820,000",,25,Very satisfied,No,,Much more,7,Very satisfied,Very dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Very satisfied,Mostly dissatisfied,Mostly satisfied,Somewhat important,Somewhat important,Extremely important,Extremely important,Highly important,Yes,280,200,7,White Collar,,United States,Miami,,33131,Male,77,White,University of Wisconsin--Madison,,1
Yes,Yes,Equity,No,Bonus,,"Discretionary, based on firm performance",,"401K,Dental",,3,Yes,Organization doesn't compensate for overtime,,16,No,,No,No,Yes,Yes,335,1250,Stay the same,Stay the same,2700,180000,No,150000,18,,Somewhat dissatisfied,No,,Somewhat less,10,Mostly dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Mostly satisfied,Very satisfied,Very satisfied,Extremely important,Highly important,Not important,Somewhat important,Not important,Yes,25,20%,8,Tax,,United States,Other (Please specify),birmingham,35226,Male,48,White,University of Alabama,,1
Yes,Yes,Nonequity,No,Bonus,,"Formulaic, based on firm performance",,"Short-term disability,Long-term disability,Life insurance",,,No,Organization doesn't compensate for overtime,,10,Yes,560000,Yes,Yes,Yes,No,495,1800,Stay the same,Decrease,300,295000,Yes,245000,10,,Somewhat dissatisfied,No,,About the same,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Highly important,Highly important,Somewhat important,Highly important,Highly important,No,275,135,0,General Litigation,,United States,Dallas,,75201,Male,41,Prefer not to identify,Other,,1
Yes,Yes,Nonequity,No,Bonus,,Entirely discretionary,,401K,,10,No,Organization doesn't compensate for overtime,,10,No,,No,No,No,Yes,125,3000,Increase,Increase,3000,165000,Yes,0,10,,Somewhat dissatisfied,No,,Somewhat more,,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Mostly dissatisfied,Highly important,Highly important,Highly important,Highly important,Highly important,Yes,25,3,1,Banking,,United States,Other (Please specify),San Juan,901,Male,34,Hispanic,Columbia University,,1
Yes,Yes,Equity,No,Bonus,,"Formulaic, based on individual performance",,"401K,Profit sharing plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance,Car allowance,Company car",,3,No,Time and a half,,7,Yes,200000,Yes,No,Yes,No,300,2200,Stay the same,Stay the same,100,300000,Yes,100000,6,,Somewhat satisfied,No,,Somewhat more,5,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Mostly dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Very satisfied,Mostly satisfied,Somewhat important,Extremely important,Not important,Extremely important,Somewhat important,Yes,150,80,5,Banking,,United States,Detroit,,48304,Male,36,White,Other,,1
Yes,No,,No,Bonus,,Entirely discretionary,,,,,Yes,Organization doesn't compensate for overtime,,5,No,,No,,Yes,No,150,2800,Stay the same,Stay the same,0,245000,Yes,"220,000.00",7,,Somewhat dissatisfied,No,,Much less,,Very dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Mostly satisfied,Mostly satisfied,Extremely important,Extremely important,Somewhat important,Extremely important,Extremely important,No,350,200,10,Trials,,United States,Miami,,33156,Female,52,Asian,Other,,1
Yes,Yes,Nonequity,Yes,"Bonus,Nonequity incentive compensation",,Entirely discretionary,,"401K,Medical,Dental,Short-term disability,Long-term disability",,3,No,Organization doesn't compensate for overtime,,8,No,,No,No,Yes,No,375,1650,Increase,Stay the same,250,210000,Yes,200000,,20,Neither satisfied or dissatisfied,No,,Somewhat less,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly dissatisfied,Very satisfied,Mostly satisfied,Extremely important,Extremely important,Extremely important,Somewhat important,Highly important,Yes,25,15,3,General Litigation,,United States,Other (Please specify),Pittsburgh,15219,Female,43,White,Ohio State University (Moritz),,1
Yes,Yes,Equity,Yes,Cashouts,,"Formulaic, based on firm performance",,"Medical,Dental,Short-term disability,Life insurance,Gym/health club membership",,,Yes,Organization doesn't compensate for overtime,,10,No,,No,No,Yes,No,750,1700,Stay the same,Decrease,1800,500000,Yes,300000,,10,Somewhat satisfied,No,,About the same,0,Mostly dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Highly important,No,1000,300,1,International Trade,,Asia-Pacific,,,,Undisclosed,36,Prefer not to identify,Other,,1
